Chrom	Starts	Ends	genes
chr3	86145369	86145369	Gm37493
chr3	86191416	86191416	Gm23025
chr3	86224680	86224680	Lrba
chr3	86263575	86263575	Gm37288
chr3	86275362	86275362	Gm26343
chr3	86364457	86364457	Gm23850
chr3	86384247	86384247	Gm25039
chr3	86548629	86548629	Mab21l2
chr3	86672168	86672168	Gm3788
chr3	86778653	86778653	Gm37876
chr3	86920852	86920852	Dclk2
chr3	86864492	86864492	Gm37025
chr3	86930743	86930743	Gm23376
chr3	86933663	86933663	Gm37207
chr3	86986551	86986551	Cd1d2
chr3	86999441	86999441	Cd1d1
chr3	87023883	87023883	Gm8869
chr3	87054359	87054359	Gm18403
chr3	87060125	87060125	Gm37575
chr3	87066893	87066893	Gm24472
chr3	87174747	87174747	Kirrel
chr3	87157693	87157693	Gm37855
chr3	87208005	87208005	Gm10705
chr3	87263738	87263738	Fcrls
chr3	87357881	87357881	Cd5l
chr3	87376387	87376387	Fcrl1
chr3	87435773	87435773	Fcrl5
chr3	87525407	87525407	Etv3
chr3	87554910	87554910	Etv3l
chr3	87582791	87582791	Gm25167
chr3	87617399	87617399	Gm24109
chr3	87617559	87617559	Arhgef11
chr3	87748625	87748625	Lrrc71
chr3	87824306	87824306	Pear1
chr3	87795162	87795162	Ntrk1
chr3	87796951	87796951	Insrr
chr3	87846755	87846755	Sh2d2a
chr3	87885608	87885608	Prcc
chr3	87906321	87906321	Hdgf
chr3	87919506	87919506	Mrpl24
chr3	87930717	87930717	Rrnad1
chr3	87930314	87930314	Isg20l2
chr3	87948666	87948666	Crabp2
chr3	87968186	87968186	Gm3745
chr3	87971078	87971078	Nes
chr3	88000230	88000230	Bcan
chr3	88027583	88027583	Hapln2
chr3	88030878	88030878	Gm42644
chr3	88043108	88043108	Gpatch4
chr3	88058495	88058495	Apoa1bp
chr3	88078304	88078304	Ttc24
chr3	88081971	88081971	Iqgap3
chr3	88142372	88142372	Mef2d
chr3	88177785	88177785	1700113A16Rik
chr3	88204595	88204595	AI849053
chr3	88200623	88200623	AW047730
chr3	88206813	88206813	Gm3764
chr3	88215171	88215171	Mir3093
chr3	88215696	88215696	Gm25641
chr3	88215598	88215598	Mir9-1
chr3	88254709	88254709	Rhbg
chr3	88287210	88287210	Gm38392
chr3	88296999	88296999	Tsacc
chr3	88284753	88284753	Gm37116
chr3	88297116	88297116	Cct3
chr3	88325023	88325023	Glmp
chr3	88336148	88336148	Tmem79
chr3	88336260	88336260	Smg5
chr3	88364584	88364584	Paqr6
chr3	88372743	88372743	Bglap3
chr3	88376023	88376023	Gm21956
chr3	88378699	88378699	Bglap2
chr3	88381772	88381772	Gm6821
chr3	88384464	88384464	Bglap
chr3	88410331	88410331	Pmf1
chr3	88425139	88425139	Slc25a44
chr3	88428936	88428936	Gm42814
chr3	88461182	88461182	Sema4a
chr3	88440951	88440951	Mir7011
chr3	88474584	88474584	Gm5979
chr3	88509956	88509956	Lmna
chr3	88527355	88527355	Gm37584
chr3	88532395	88532395	Mex3a
chr3	88536382	88536382	Mir1905
chr3	88548300	88548300	Rab25
chr3	88553074	88553074	Lamtor2
chr3	88553758	88553758	Ubqln4
chr3	88575876	88575876	Ssr2
chr3	88577139	88577139	Gm10704
chr3	88607454	88607454	Arhgef2
chr3	88621061	88621061	Gm20652
chr3	88653142	88653142	Rxfp4
chr3	88686397	88686397	Gm43714
chr3	88685803	88685803	2810403A07Rik
chr3	88693930	88693930	Gm25820
chr3	88693931	88693931	Gm25820
chr3	88707158	88707158	Gm25945
chr3	88716838	88716838	Rit1
chr3	88722090	88722090	Gm17146
chr3	88739692	88739692	Gm10253
chr3	88775164	88775164	Syt11
chr3	88775216	88775216	5830417I10Rik
chr3	88832547	88832547	1500004A13Rik
chr3	88835231	88835231	Gon4l
chr3	88900001	88900001	Gm43713
chr3	88862919	88862919	Gm23054
chr3	88913999	88913999	Msto1
chr3	88906510	88906510	n-R5s197
chr3	88951181	88951181	Dap3
chr3	88950622	88950622	Ash1l
chr3	88970729	88970729	Gm26465
chr3	89049127	89049127	Gm24403
chr3	89101099	89101099	Gm43738
chr3	89093311	89093311	Rusc1
chr3	89101959	89101959	Fdps
chr3	89098013	89098013	Gm22935
chr3	89116724	89116724	Gm29704
chr3	89136142	89136142	Pklr
chr3	89160196	89160196	Hcn3
chr3	89164795	89164795	Clk2
chr3	89177473	89177473	Scamp3
chr3	89182293	89182293	Gm16069
chr3	89183143	89183143	Fam189b
chr3	89201273	89201273	Gm23269
chr3	89202928	89202928	Gba
chr3	89227088	89227088	Mtx1
chr3	89210425	89210425	Gm43737
chr3	89215180	89215180	Thbs3
chr3	89227198	89227198	Mir92b
chr3	89229057	89229057	Muc1
chr3	89246309	89246309	Trim46
chr3	89245966	89245966	Krtcap2
chr3	89259358	89259358	Dpm3
chr3	89270570	89270570	Slc50a1
chr3	89281142	89281142	Efna1
chr3	89302478	89302478	Gm22642
chr3	89322965	89322965	Efna3
chr3	89315439	89315439	Gm15998
chr3	89338028	89338028	Efna4
chr3	89337850	89337850	4731419I09Rik
chr3	89349996	89349996	Adam15
chr3	89365253	89365253	Dcst1
chr3	89353629	89353629	Gm10702
chr3	89361975	89361975	Dcst2
chr3	89394776	89394776	Zbtb7b
chr3	89391850	89391850	Gm15417
chr3	89402793	89402793	Lenep
chr3	89411870	89411870	Flad1
chr3	89418383	89418383	Cks1b
chr3	89418443	89418443	Shc1
chr3	89430214	89430214	Pygo2
chr3	89436706	89436706	Pbxip1
chr3	89454541	89454541	Pmvk
chr3	89520164	89520164	Kcnn3
chr3	89715022	89715022	Adar
chr3	89764632	89764632	Chrnb2
chr3	89773240	89773240	4632404H12Rik
chr3	89773616	89773616	Ube2q1
chr3	89820998	89820998	Gm8969
chr3	89831370	89831370	She
chr3	89913196	89913196	Il6ra
chr3	89912916	89912916	Gm42809
chr3	89963508	89963508	Atp8b2
chr3	89968622	89968622	Aqp10-ps
chr3	89968163	89968163	Gm24046
chr3	89998780	89998780	Hax1
chr3	89998760	89998760	Gm19710
chr3	90052628	90052628	Ubap2l
chr3	90010730	90010730	Gm24608
chr3	90011210	90011210	Mir7669
chr3	90051636	90051636	4933434E20Rik
chr3	90057259	90057259	Gm16540
chr3	90070020	90070020	Mir190b
chr3	90072649	90072649	Tpm3
chr3	90104132	90104132	Nup210l
chr3	90126535	90126535	Gm23723
chr3	90126767	90126767	Gm43712
chr3	90198682	90198682	Gm24185
chr3	90213651	90213651	Rps27
chr3	90213695	90213695	Rab13
chr3	90231597	90231597	Jtb
chr3	90243512	90243512	Creb3l4
chr3	90248172	90248172	Slc39a1
chr3	90254163	90254163	Crtc2
chr3	90265185	90265185	Dennd4b
chr3	90270149	90270149	Mir7012
chr3	90293983	90293983	4930537H20Rik
chr3	90293178	90293178	Gatad2b
chr3	90311518	90311518	RP24-333B11.4
chr3	90335395	90335395	RP24-333B11.5
chr3	90389938	90389938	Slc27a3
chr3	90433622	90433622	Ints3
chr3	90465866	90465866	Npr1
chr3	90451583	90451583	Gm16048
chr3	90470959	90470959	Gm43595
chr3	90476126	90476126	Ilf2
chr3	90491033	90491033	Snapin
chr3	90509498	90509498	Chtop
chr3	90514392	90514392	S100a1
chr3	90514435	90514435	S100a13
chr3	90526856	90526856	S100a14
chr3	90537254	90537254	S100a16
chr3	90548619	90548619	Gm24593
chr3	90560702	90560702	Gm23464
chr3	90560578	90560578	S100a3
chr3	90590247	90590247	S100a2
chr3	90601904	90601904	Gm42674
chr3	90603771	90603771	S100a4
chr3	90608523	90608523	S100a5
chr3	90612882	90612882	S100a6
chr3	90651866	90651866	Gm19739
chr3	90654302	90654302	S100a7a
chr3	90668978	90668978	S100a8
chr3	90695721	90695721	S100a9
chr3	90709614	90709614	Gm42579
chr3	90723513	90723513	Gm5284
chr3	90726906	90726906	Pglyrp4
chr3	90758732	90758732	Gm35013
chr3	90777876	90777876	Gm5849
chr3	90848254	90848254	Gm43235
chr3	91017184	91017184	Gm9023
chr3	91039573	91039573	Gm7166
chr3	91071662	91071662	4930529C04Rik
chr3	91090803	91090803	9130204L05Rik
chr3	92010865	92010865	Gm23697
chr3	92014583	92014583	Pglyrp3
chr3	92024567	92024567	Mif-ps3
chr3	92061506	92061506	Gm25145
chr3	92083142	92083142	Lor
chr3	92097351	92097351	Gm43736
chr3	92142736	92142736	4930511M18Rik
chr3	92113192	92113192	Gm43735
chr3	92123947	92123947	Prr9
chr3	92142744	92142744	Lelp1
chr3	92170221	92170221	Gm43740
chr3	92215799	92215799	Sprr2a1
chr3	92215920	92215920	Sprr2a2
chr3	92228674	92228674	Gm5850
chr3	92246241	92246241	Gm37087
chr3	92263474	92263474	Gm5851
chr3	92281033	92281033	Gm37752
chr3	92285417	92285417	Sprr2a3
chr3	92316620	92316620	Sprr2b
chr3	92320911	92320911	Gm37428
chr3	92326600	92326600	Sprr2c-ps
chr3	92339140	92339140	Sprr2d
chr3	92352143	92352143	Sprr2e
chr3	92365187	92365187	Sprr2f
chr3	92373915	92373915	Sprr2g
chr3	92385685	92385685	Sprr2h
chr3	92407991	92407991	Sprr2i
chr3	92418082	92418082	Sprr2j-ps
chr3	92429423	92429423	Gm9774
chr3	92432582	92432582	Sprr2k
chr3	92438789	92438789	Sprr1b
chr3	92458720	92458720	Sprr3
chr3	92473543	92473543	Gm37377
chr3	92485895	92485895	Sprr1a
chr3	92500493	92500493	Sprr4
chr3	92534511	92534511	2310046K23Rik
chr3	92573735	92573735	Ivl
chr3	92588997	92588997	Smcp
chr3	92607492	92607492	2210017I01Rik
chr3	92621660	92621660	Lce6a
chr3	92648307	92648307	Lce1a1
chr3	92656926	92656926	Lce1b
chr3	92664214	92664214	Rpl13-ps4
chr3	92670315	92670315	Lce1a2
chr3	92679247	92679247	Lce1c
chr3	92687210	92687210	Lce1d
chr3	92689426	92689426	Gm4202
chr3	92709074	92709074	Lce1e
chr3	92720350	92720350	Lce1f
chr3	92739096	92739096	Gm38119
chr3	92752338	92752338	Lce1g
chr3	92765065	92765065	Lce1h
chr3	92778899	92778899	Lce1i
chr3	92790514	92790514	Lce1j
chr3	92807891	92807891	Lce1k
chr3	92827247	92827247	Kprp
chr3	92843683	92843683	Gm38201
chr3	92851286	92851286	Lce1l
chr3	92870216	92870216	2310050C09Rik
chr3	92926230	92926230	Lce3a
chr3	92932979	92932979	Lce3b
chr3	92937681	92937681	Gm38078
chr3	92944486	92944486	Lce3c
chr3	92949259	92949259	Gm24481
chr3	92957390	92957390	Lce3d
chr3	92962116	92962116	Gm22577
chr3	92967061	92967061	Lce3e
chr3	92992226	92992226	Lce3f
chr3	93015687	93015687	Crct1
chr3	93019060	93019060	Lce1m
chr3	93064964	93064964	Gm38040
chr3	93068823	93068823	Gm4858
chr3	93100597	93100597	Gm37361
chr3	93144787	93144787	Crnn
chr3	93152178	93152178	Gm37501
chr3	93197278	93197278	Flg2
chr3	93234920	93234920	Gm18432
chr3	93273523	93273523	Flg
chr3	93278141	93278141	Rplp0-ps1
chr3	93281325	93281325	Flg
chr3	93282826	93282826	Flg
chr3	93284302	93284302	Flg
chr3	93286577	93286577	Flg
chr3	93288095	93288095	Flg
chr3	93290366	93290366	Flg
chr3	93305015	93305015	Gm37922
chr3	93306468	93306468	Gm37913
chr3	93465359	93465359	Gm37245
chr3	93319749	93319749	Hrnr
chr3	93388689	93388689	Gm44353
chr3	93393698	93393698	Gm37857
chr3	93393699	93393699	Rptn
chr3	93421428	93421428	Gm18296
chr3	93433305	93433305	Gm22752
chr3	93433766	93433766	Gm5278
chr3	93442330	93442330	Tchh
chr3	93468754	93468754	Tchhl1
chr3	93500300	93500300	Gm36953
chr3	93520488	93520488	S100a11
chr3	93530745	93530745	Gm29950
chr3	93555080	93555080	S100a10
chr3	93629752	93629752	Gm5541
chr3	93638044	93638044	Gm38207
chr3	93652686	93652686	Tdpoz2
chr3	93676310	93676310	Tdpoz1
chr3	93689841	93689841	Gm18433
chr3	93693070	93693070	Gm37596
chr3	93708072	93708072	Gm18433
chr3	93725051	93725051	Gm38086
chr3	93728046	93728046	Gm5852
chr3	93773000	93773000	Gm5773
chr3	93796398	93796398	Tdpoz4
chr3	93826020	93826020	Tdpoz3
chr3	93871347	93871347	Gm37430
chr3	93874386	93874386	Gm9113
chr3	93909825	93909825	Gm9116
chr3	93912843	93912843	Gm37185
chr3	93943543	93943543	Gm9117
chr3	93958071	93958071	Gm37104
chr3	93961314	93961314	Tdpoz5
chr3	93969138	93969138	Gm37807
chr3	93978114	93978114	Gm37481
chr3	93981134	93981134	Gm9121
chr3	94009931	94009931	Gm9124
chr3	94012965	94012965	Gm37085
chr3	94054885	94054885	Gm9125
chr3	94069404	94069404	Gm37081
chr3	94072644	94072644	Gm10697
chr3	94079913	94079913	Gm37778
chr3	94088883	94088883	Gm37155
chr3	94091906	94091906	Gm5542
chr3	94119979	94119979	Gm9131
chr3	94123014	94123014	Gm37882
chr3	94158721	94158721	Gm5543
chr3	94166553	94166553	Gm37001
chr3	94173483	94173483	Gm16560
chr3	94178193	94178193	Gm10696
chr3	94196714	94196714	Gm5286
chr3	94201398	94201398	Gm16584
chr3	94237799	94237799	Gm4982
chr3	94243470	94243470	Gm9141
chr3	94264036	94264036	Gm4778
chr3	94275424	94275424	Gm16561
chr3	94310089	94310089	Them4
chr3	94335332	94335332	Gm43743
chr3	94342099	94342099	Them5
chr3	94360842	94360842	Gm36070
chr3	94362438	94362438	C2cd4d
chr3	94377245	94377245	Gm43306
chr3	94372794	94372794	Rorc
chr3	94402848	94402848	Gm43401
chr3	94398517	94398517	Lingo4
chr3	94412919	94412919	1700040D17Rik
chr3	94413273	94413273	Tdrkh
chr3	94413401	94413401	Gm42463
chr3	94422434	94422434	Gm42464
chr3	94443915	94443915	Oaz3
chr3	94443318	94443318	Mrpl9
chr3	94453169	94453169	Gm30023
chr3	94480341	94480341	Riiad1
chr3	94478295	94478295	Celf3
chr3	94582716	94582716	Snx27
chr3	94535966	94535966	Gm43773
chr3	94537488	94537488	Gm43774
chr3	94577034	94577034	Gm43768
chr3	94589466	94589466	Gm15235
chr3	94604784	94604784	Rpl31-ps11
chr3	94658872	94658872	Tuft1
chr3	94643112	94643112	Gm10972
chr3	94658961	94658961	Gm15234
chr3	94670696	94670696	BC021767
chr3	94693556	94693556	Selenbp2
chr3	94758116	94758116	Gm15264
chr3	94737343	94737343	Gm43711
chr3	94786492	94786492	Cgn
chr3	94832977	94832977	Gm15263
chr3	94837567	94837567	Pogz
chr3	94886961	94886961	Psmb4
chr3	94920423	94920423	Gm26279
chr3	94933056	94933056	Selenbp1
chr3	94954075	94954075	Rfx5
chr3	94962048	94962048	B230398E01Rik
chr3	94974731	94974731	Pi4kb
chr3	94997350	94997350	A730011C13Rik
chr3	95004869	95004869	Gm15265
chr3	95004168	95004168	Mir7013
chr3	95015448	95015448	Zfp687
chr3	95015625	95015625	4930481B07Rik
chr3	95042614	95042614	Psmd4
chr3	95106930	95106930	Pip5k1a
chr3	95090709	95090709	Gm24920
chr3	95099500	95099500	Gm22301
chr3	95111022	95111022	Vps72
chr3	95124476	95124476	Tmod4
chr3	95134011	95134011	Scnm1
chr3	95134088	95134088	Lysmd1
chr3	95139186	95139186	Mir8099-2
chr3	95142360	95142360	Tnfaip8l2
chr3	95144371	95144371	Gm9169
chr3	95160457	95160457	Sema6c
chr3	95217916	95217916	Gabpb2
chr3	95217457	95217457	Gm16740
chr3	95232171	95232171	Mllt11
chr3	95228732	95228732	Cdc42se1
chr3	95241598	95241598	Gm128
chr3	95251193	95251193	Bnipl
chr3	95282076	95282076	Prune
chr3	95281345	95281345	Fam63a
chr3	95307176	95307176	Anxa9
chr3	95315127	95315127	6330562C20Rik
chr3	95314791	95314791	Cers2
chr3	95357202	95357202	Setdb1
chr3	95352784	95352784	Gm42578
chr3	95356130	95356130	Gm37500
chr3	95402841	95402841	4930558C23Rik
chr3	95411207	95411207	Gm5070
chr3	95415425	95415425	Gm9173
chr3	95427671	95427671	Gm4349
chr3	95434388	95434388	Arnt
chr3	95461191	95461191	Gm42672
chr3	95499256	95499256	Ctsk
chr3	95526786	95526786	Ctss
chr3	95530418	95530418	Hmgb1-ps5
chr3	95559677	95559677	Hormad1
chr3	95588934	95588934	Golph3l
chr3	95588971	95588971	Gm42671
chr3	95622278	95622278	Rps10-ps1
chr3	95624993	95624993	Ensa
chr3	95639304	95639304	E330034L11Rik
chr3	95658788	95658788	Mcl1
chr3	95687917	95687917	Adamtsl4
chr3	95739569	95739569	Ecm1
chr3	95734973	95734973	Mir7014
chr3	95760206	95760206	Tars2
chr3	95818863	95818863	Rprd2
chr3	95780724	95780724	Gm43436
chr3	95796884	95796884	Gm26361
chr3	95804855	95804855	Gm17815
chr3	95855885	95855885	Prpf3
chr3	95855966	95855966	Gm26594
chr3	95871519	95871519	Mrps21
chr3	95871522	95871522	C920021L13Rik
chr3	95882251	95882251	Ciart
chr3	95892005	95892005	BC028528
chr3	95893969	95893969	Aph1a
chr3	95904691	95904691	Car14
chr3	95929246	95929246	Anp32e
chr3	95940086	95940086	Gm43375
chr3	95964388	95964388	Gm20940
chr3	95996001	95996001	Plekho1
chr3	96058466	96058466	Vps45
chr3	96086871	96086871	Gm43554
chr3	96104527	96104527	Otud7b
chr3	96162004	96162004	Mtmr11
chr3	96172416	96172416	Gm17690
chr3	96172332	96172332	Sf3b4
chr3	96176361	96176361	Gm22027
chr3	96181151	96181151	Sv2a
chr3	96219709	96219709	Bola1
chr3	96220168	96220168	Gm15444
chr3	96219865	96219865	Hist2h2ab
chr3	96220880	96220880	Hist2h2ac
chr3	96220501	96220501	Gm44492
chr3	96221119	96221119	Hist2h2be
chr3	96239127	96239127	Hist2h3c2
chr3	96239393	96239393	Gm20632
chr3	96240276	96240276	Hist2h2aa2
chr3	96239868	96239868	AC125099.2
chr3	96246380	96246380	Gm20633
chr3	96245497	96245497	Hist2h2aa1
chr3	96245554	96245554	Gm20634
chr3	96245963	96245963	AC125099.1
chr3	96246685	96246685	Hist2h3c1
chr3	96256277	96256277	Gm20627
chr3	96263311	96263311	Hist2h4
chr3	96263785	96263785	Gm38227
chr3	96270289	96270289	Gm20628
chr3	96268654	96268654	Hist2h3b
chr3	96269721	96269721	Gm42743
chr3	96269752	96269752	Hist2h2bb
chr3	96293969	96293969	Fcgr1
chr3	96328425	96328425	Gm24830
chr3	96345287	96345287	Platr30
chr3	96357094	96357094	Gm26553
chr3	96360117	96360117	Rnu1b1
chr3	96374021	96374021	Rnu1b2
chr3	96388864	96388864	Gm17575
chr3	96377033	96377033	Gm26689
chr3	96402014	96402014	4930477E14Rik
chr3	96402381	96402381	Gm26654
chr3	96409059	96409059	Pafah1b1-ps1
chr3	96413361	96413361	Gm21960
chr3	96414859	96414859	Terc
chr3	96422733	96422733	Gm24136
chr3	96452306	96452306	BC107364
chr3	96450446	96450446	Gm26232
chr3	96455949	96455949	Gm9207
chr3	96458209	96458209	Gm10685
chr3	96460189	96460189	Rnu1b6
chr3	96466924	96466924	Gm43534
chr3	96485161	96485161	Gm28001
chr3	96486719	96486719	Gm25890
chr3	96488729	96488729	Gm22614
chr3	96525172	96525172	Hfe2
chr3	96566801	96566801	Gm15441
chr3	96557957	96557957	Txnip
chr3	96576984	96576984	Gm16253
chr3	96594181	96594181	Polr3gl
chr3	96596636	96596636	Ankrd34a
chr3	96601149	96601149	Lix1l
chr3	96629820	96629820	6330549D23Rik
chr3	96629933	96629933	Rbm8a
chr3	96635376	96635376	Pex11b
chr3	96635474	96635474	Gm42957
chr3	96645584	96645584	Itga10
chr3	96666982	96666982	Rpl21-ps11
chr3	96670131	96670131	Ankrd35
chr3	96696384	96696384	Pias3
chr3	96708562	96708562	Nudt17
chr3	96727628	96727628	Polr3c
chr3	96724400	96724400	Gm22581
chr3	96725320	96725320	Gm42783
chr3	96727664	96727664	Rnf115
chr3	96784325	96784325	Gm42782
chr3	96829351	96829351	Cd160
chr3	96829284	96829284	Pdzk1
chr3	96832096	96832096	4930442L01Rik
chr3	96905346	96905346	Gpr89
chr3	96904693	96904693	Gja5
chr3	96926020	96926020	Gja8
chr3	97000771	97000771	9230114J08Rik
chr3	97092785	97092785	Gm43734
chr3	97126113	97126113	Gm43222
chr3	97140661	97140661	Gm24435
chr3	97158777	97158777	Acp6
chr3	97297917	97297917	Bcl9
chr3	97262355	97262355	Gm42508
chr3	97275064	97275064	Gm43073
chr3	97411179	97411179	Olfr1402
chr3	97410217	97410217	Gm43074
chr3	97610203	97610203	Chd1l
chr3	97609932	97609932	Gm43075
chr3	97628804	97628804	Fmo5
chr3	97658193	97658193	Prkab2
chr3	97674694	97674694	Gm17651
chr3	97888707	97888707	Pde4dip
chr3	97690562	97690562	Mir7225
chr3	97730339	97730339	Gm43076
chr3	97901089	97901089	Gm15999
chr3	97901190	97901190	Sec22b
chr3	97930173	97930173	Gm5544
chr3	98013527	98013527	Notch2
chr3	98030687	98030687	Gm42819
chr3	98121588	98121588	Gm42820
chr3	98160630	98160630	Adam30
chr3	98191102	98191102	Gm9771
chr3	98222156	98222156	Reg4
chr3	98248599	98248599	Gm42821
chr3	98280435	98280435	Hmgcs2
chr3	98286988	98286988	Gm43189
chr3	98339990	98339990	Phgdh
chr3	98382461	98382461	Zfp697
chr3	98457126	98457126	Gm4450
chr3	98448976	98448976	Gm43190
chr3	98473218	98473218	Gm19210
chr3	98510514	98510514	Hsd3b4
chr3	98526690	98526690	Gm19211
chr3	98588807	98588807	Gm10681
chr3	98580398	98580398	Gm5853
chr3	98588290	98588290	Gm9678
chr3	98630252	98630252	Hsd3b5
chr3	98678331	98678331	Gm12399
chr3	98688182	98688182	Gm12400
chr3	98724543	98724543	Hsd3b2
chr3	98763127	98763127	Hsd3b3
chr3	98814443	98814443	Hsd3b6
chr3	98820019	98820019	Gm12427
chr3	98821038	98821038	Gm12428
chr3	98843038	98843038	Gm12431
chr3	98846524	98846524	Gm12432
chr3	98846506	98846506	Gm12433
chr3	98859794	98859794	Hsd3b1
chr3	98893239	98893239	Hao2
chr3	98941256	98941256	5730437C11Rik
chr3	99049822	99049822	Gm12440
chr3	99101154	99101154	Gm12441
chr3	99113283	99113283	Gm22341
chr3	99124302	99124302	Gm24216
chr3	99141068	99141068	Wars2
chr3	99144603	99144603	Gm43024
chr3	99181281	99181281	Gm18982
chr3	99199453	99199453	Mir6481
chr3	99206422	99206422	Gm42717
chr3	99240381	99240381	Tbx15
chr3	99261285	99261285	Gm43120
chr3	99463825	99463825	Gm12449
chr3	99500550	99500550	M6pr-ps
chr3	99545062	99545062	Gm12448
chr3	99707847	99707847	Gm22505
chr3	99885406	99885406	Spag17
chr3	100008360	100008360	Rpl36-ps7
chr3	100078644	100078644	Tra2b-ps
chr3	100106895	100106895	Spag17os
chr3	100162407	100162407	Wdr3
chr3	100162381	100162381	Gdap2
chr3	100303288	100303288	Gm25802
chr3	100413560	100413560	Gm12464
chr3	100426405	100426405	4930406D18Rik
chr3	100437834	100437834	Gm43121
chr3	100489324	100489324	Fam46c
chr3	100489664	100489664	Gm12474
chr3	100497429	100497429	Gm42868
chr3	100685503	100685503	Man1a2
chr3	100587527	100587527	Gm43466
chr3	100627022	100627022	Gm42869
chr3	100630944	100630944	Gm43462
chr3	100680094	100680094	Gm43463
chr3	100680265	100680265	Gm12485
chr3	100692706	100692706	Gm43464
chr3	100738713	100738713	Gm23465
chr3	100825459	100825459	Vtcn1
chr3	100922202	100922202	Trim45
chr3	100969663	100969663	Ttf2
chr3	100955441	100955441	Gm12488
chr3	101029556	101029556	Cd101
chr3	101110278	101110278	Ptgfrn
chr3	101087393	101087393	Gm43465
chr3	101207399	101207399	Gm12486
chr3	101233460	101233460	Tpt1-ps1
chr3	101260917	101260917	Gm12490
chr3	101287939	101287939	Cd2
chr3	101307079	101307079	Gm10355
chr3	101310846	101310846	Gm43467
chr3	101377083	101377083	Igsf3
chr3	101407793	101407793	Gm42939
chr3	101411539	101411539	Gm42938
chr3	101426936	101426936	Gm42538
chr3	101604684	101604684	Atp1a1
chr3	101581055	101581055	Gm42937
chr3	101597130	101597130	Gm42941
chr3	101691789	101691789	Gm43135
chr3	101748124	101748124	Gm43134
chr3	101848959	101848959	Mab21l3
chr3	101924453	101924453	Slc22a15
chr3	102010076	102010076	Nhlh2
chr3	102068050	102068050	Gm43243
chr3	102074453	102074453	Gm18894
chr3	102086415	102086415	Casq2
chr3	102129938	102129938	Gm43244
chr3	102134615	102134615	4632404M16Rik
chr3	102204693	102204693	Vangl1
chr3	102203956	102203956	Gm16160
chr3	102249669	102249669	Gm43241
chr3	102262405	102262405	A230001M10Rik
chr3	102369162	102369162	Gm43242
chr3	102390007	102390007	Gm43245
chr3	102469919	102469919	Ngf
chr3	102491342	102491342	Gm42679
chr3	102599373	102599373	Gm42678
chr3	102686717	102686717	Gm19202
chr3	102686861	102686861	Gm42677
chr3	102714252	102714252	Gm42682
chr3	102735417	102735417	Tspan2os
chr3	102734529	102734529	Tspan2
chr3	102782718	102782718	Tshb
chr3	102784789	102784789	Gm42681
chr3	102936100	102936100	Sycp1
chr3	102830494	102830494	Gm42816
chr3	102831590	102831590	Gm33952
chr3	102880780	102880780	Gm33866
chr3	102964133	102964133	Nr1h5
chr3	102952113	102952113	Gm22826
chr3	102995708	102995708	Sike1
chr3	103020426	103020426	Csde1
chr3	103058285	103058285	Nras
chr3	103071174	103071174	Gm43062
chr3	103074014	103074014	Ampd1
chr3	103082876	103082876	Gm23820
chr3	103096746	103096746	Gm43063
chr3	103102604	103102604	Dennd2c
chr3	103171655	103171655	Bcas2
chr3	103180443	103180443	Gm27024
chr3	103198975	103198975	2410024N13Rik
chr3	103247263	103247263	Gm43060
chr3	103279293	103279293	Trim33
chr3	103332143	103332143	Gm43061
chr3	103392933	103392933	Gm25009
chr3	103427437	103427437	Gm25869
chr3	103445800	103445800	Gm25199
chr3	103575231	103575231	Syt6
chr3	103601943	103601943	Gm43066
chr3	103646068	103646068	Atg4a-ps
chr3	103666627	103666627	Gm25325
chr3	103694798	103694798	Gm15986
chr3	103738001	103738001	Olfml3
chr3	103739366	103739366	Gm10964
chr3	103791563	103791563	Hipk1
chr3	103767116	103767116	Gm43149
chr3	103771952	103771952	Gm15886
chr3	103782979	103782979	Gm43387
chr3	103809444	103809444	Dclre1b
chr3	103803129	103803129	Gm15471
chr3	103809520	103809520	Ap4b1
chr3	103809573	103809573	Gm43064
chr3	103832601	103832601	Bcl2l15
chr3	103859795	103859795	Ptpn22
chr3	103863166	103863166	Gm15472
chr3	103864706	103864706	Gm43065
chr3	103902963	103902963	Gm15602
chr3	103914120	103914120	Rsbn1
chr3	103968581	103968581	Phtf1os
chr3	103968110	103968110	Phtf1
chr3	104220374	104220374	Magi3
chr3	104058141	104058141	Gm42696
chr3	104079502	104079502	9530097N15Rik
chr3	104092381	104092381	Gm23830
chr3	104097880	104097880	Gm42700
chr3	104115695	104115695	Gm42699
chr3	104129424	104129424	Gm17956
chr3	104140001	104140001	Gm42702
chr3	104145855	104145855	Gm42701
chr3	104151705	104151705	Gm43258
chr3	104156248	104156248	C030032O16Rik
chr3	104167200	104167200	Gm43259
chr3	104183041	104183041	Gm43260
chr3	104190193	104190193	Gm43256
chr3	104201110	104201110	Gm23077
chr3	104366613	104366613	Gm5546
chr3	104511918	104511918	Lrig2
chr3	104409161	104409161	Gm43257
chr3	104418327	104418327	Gm9273
chr3	104476730	104476730	Gm43696
chr3	104501607	104501607	A530041M06Rik
chr3	104511313	104511313	4930509H03Rik
chr3	104601239	104601239	Gm26091
chr3	104634657	104634657	Gm43582
chr3	104638668	104638668	Slc16a1
chr3	104642994	104642994	Gm43581
chr3	104646241	104646241	Gm43585
chr3	104664139	104664139	Gm29561
chr3	104670010	104670010	Gm29560
